date,open,close,label,,
11/05/2021 23:00,4127.02,4173.45,1,,
11/05/2021 22:00,4120.69,4127.03,1,,
11/05/2021 21:00,4134.79,4120.7,-1,,
11/05/2021 20:00,4067,4134.79,1,,
11/05/2021 19:00,4055.99,4067.06,1,,
11/05/2021 18:00,4034.59,4055.98,1,,
11/05/2021 17:00,4012.35,4034.59,1,,
11/05/2021 16:00,4021,4012.56,-1,,
11/05/2021 15:00,3978.86,4020.99,1,,
11/05/2021 14:00,3975.96,3978.85,1,,
11/05/2021 13:00,3968.27,3975.97,1,,
11/05/2021 12:00,3972.16,3968.27,-1,,
11/05/2021 11:00,4039.4,3971.98,-1,,
11/05/2021 10:00,4013.69,4039.4,1,,
11/05/2021 9:00,3920.32,4013.01,1,,
11/05/2021 8:00,3961.68,3920.57,-1,,
11/05/2021 7:00,3943.26,3961.68,1,,
11/05/2021 6:00,3876.91,3943.29,1,,
11/05/2021 5:00,3907.36,3877.47,-1,,
11/05/2021 4:00,3855.53,3907.36,1,,
11/05/2021 3:00,3819.6,3855.52,1,,
11/05/2021 2:00,3901.5,3819.13,-1,,
11/05/2021 1:00,3856.28,3901.5,1,,
11/05/2021 0:00,3946.63,3856.43,-1,,
10/05/2021 23:00,4030.81,3945.88,-1,,
10/05/2021 22:00,4013.67,4030.81,1,,
10/05/2021 21:00,3903.38,4013.66,1,,
10/05/2021 20:00,3990.18,3903.38,-1,,
10/05/2021 19:00,4130.98,3991.12,-1,,
10/05/2021 18:00,4140.41,4131.49,-1,,
10/05/2021 17:00,4133.47,4140.44,1,,
10/05/2021 16:00,4155.88,4133.46,-1,,
10/05/2021 15:00,4038.18,4156.37,1,,
10/05/2021 14:00,4122.8,4038.18,-1,,
10/05/2021 13:00,4125.48,4123.04,-1,,
10/05/2021 12:00,4066.18,4125.7,1,,
10/05/2021 11:00,4035.88,4066.18,1,,
10/05/2021 10:00,4104.8,4035.88,-1,,
10/05/2021 9:00,4164.63,4104.8,-1,,
10/05/2021 8:00,4105.9,4164.83,1,,
10/05/2021 7:00,4113.08,4105.85,-1,,
10/05/2021 6:00,4127.83,4113.02,-1,,
10/05/2021 5:00,4094.28,4127.82,1,,
10/05/2021 4:00,4054.57,4094.29,1,,
10/05/2021 3:00,3974.53,4054.58,1,,
10/05/2021 2:00,3928.23,3974.73,1,,
10/05/2021 1:00,3909.44,3928.23,1,,
10/05/2021 0:00,3923.95,3909.44,-1,,
09/05/2021 23:00,3885.63,3923.95,1,,
09/05/2021 22:00,3905,3885.55,-1,,
09/05/2021 21:00,3904.41,3904.87,1,,
09/05/2021 20:00,3862.94,3904.99,1,,
09/05/2021 19:00,3899.33,3862.96,-1,,
09/05/2021 18:00,3911.93,3899.32,-1,,
09/05/2021 17:00,3925.56,3911.79,-1,,
09/05/2021 16:00,3878.76,3925.56,1,,
09/05/2021 15:00,3836.63,3878.46,1,,
09/05/2021 14:00,3833.4,3836.64,1,,
09/05/2021 13:00,3747.96,3833.63,1,,
09/05/2021 12:00,3851.98,3747.96,-1,,
09/05/2021 11:00,3915.7,3851.98,-1,,
09/05/2021 10:00,3908.65,3915.7,1,,
09/05/2021 9:00,3921.48,3908.64,-1,,
09/05/2021 8:00,3937.62,3921.49,-1,,
09/05/2021 7:00,3962.01,3937.76,-1,,
09/05/2021 6:00,3918.38,3961.57,1,,
09/05/2021 5:00,3897.23,3918.38,1,,
09/05/2021 4:00,3870.09,3896.88,1,,
09/05/2021 3:00,3876.94,3870.09,-1,,
09/05/2021 2:00,3883.56,3876.94,-1,,
09/05/2021 1:00,3835.21,3883.55,1,,
09/05/2021 0:00,3910.26,3835.21,-1,,
08/05/2021 23:00,3875.79,3910.26,1,,
08/05/2021 22:00,3899.99,3875.79,-1,,
08/05/2021 21:00,3845.28,3899.68,1,,
08/05/2021 20:00,3811.84,3845.28,1,,
08/05/2021 19:00,3815.16,3811.84,-1,,
08/05/2021 18:00,3833.74,3815.15,-1,,
08/05/2021 17:00,3780.8,3833.52,1,,
08/05/2021 16:00,3632.01,3780.8,1,,
08/05/2021 15:00,3669.47,3631.16,-1,,
08/05/2021 14:00,3644.12,3669.12,1,,
08/05/2021 13:00,3562.98,3644.12,1,,
08/05/2021 12:00,3540.54,3562.97,1,,
08/05/2021 11:00,3535.52,3540.24,1,,
08/05/2021 10:00,3562.54,3535.53,-1,,
08/05/2021 9:00,3556.13,3562.54,1,,
08/05/2021 8:00,3527.87,3556.13,1,,
08/05/2021 7:00,3522.14,3527.87,1,,
08/05/2021 6:00,3535.4,3522.14,-1,,
08/05/2021 5:00,3562.84,3535.39,-1,,
08/05/2021 4:00,3531.64,3562.84,1,,
08/05/2021 3:00,3531.4,3532.1,1,,
08/05/2021 2:00,3528.25,3531.41,1,,
08/05/2021 1:00,3523.02,3528.17,1,,
08/05/2021 0:00,3479.79,3523.02,1,,
07/05/2021 23:00,3442.19,3479.53,1,,
07/05/2021 22:00,3475.83,3443,-1,,
07/05/2021 21:00,3497.17,3475.89,-1,,
07/05/2021 20:00,3512.59,3497.2,-1,,
07/05/2021 19:00,3525.9,3512.59,-1,,
07/05/2021 18:00,3534.77,3526.06,-1,,
07/05/2021 17:00,3546.62,3534.76,-1,,
07/05/2021 16:00,3560.93,3546.44,-1,,
07/05/2021 15:00,3503.21,3560.93,1,,
07/05/2021 14:00,3494.99,3503.21,1,,
07/05/2021 13:00,3493.47,3494.99,1,,
07/05/2021 12:00,3442.93,3493.46,1,,
07/05/2021 11:00,3448,3443.48,-1,,
07/05/2021 10:00,3462.98,3447.89,-1,,
07/05/2021 9:00,3434.59,3462.98,1,,
07/05/2021 8:00,3434.09,3434.88,1,,
07/05/2021 7:00,3439.73,3434.17,-1,,
07/05/2021 6:00,3413.39,3439.72,1,,
07/05/2021 5:00,3420.93,3413.24,-1,,
07/05/2021 4:00,3424,3420.93,-1,,
07/05/2021 3:00,3432.27,3424.01,-1,,
07/05/2021 2:00,3460.31,3432.27,-1,,
07/05/2021 1:00,3493.79,3460.32,-1,,
07/05/2021 0:00,3489.74,3493.86,1,,
06/05/2021 23:00,3530.18,3489.73,-1,,
06/05/2021 22:00,3516.99,3530.18,1,,
06/05/2021 21:00,3464.7,3516.43,1,,
06/05/2021 20:00,3482.06,3464.71,-1,,
06/05/2021 19:00,3457.15,3482.07,1,,
06/05/2021 18:00,3543.44,3457.2,-1,,
06/05/2021 17:00,3538.72,3543.44,1,,
06/05/2021 16:00,3551.26,3538.71,-1,,
06/05/2021 15:00,3507.8,3551.25,1,,
06/05/2021 14:00,3481.48,3507.9,1,,
06/05/2021 13:00,3492.12,3481.47,-1,,
06/05/2021 12:00,3523.28,3492.12,-1,,
06/05/2021 11:00,3483.93,3523.15,1,,
06/05/2021 10:00,3459.31,3483.94,1,,
06/05/2021 9:00,3433.45,3459.31,1,,
06/05/2021 8:00,3439.14,3433.46,-1,,
06/05/2021 7:00,3393,3439.2,1,,
06/05/2021 6:00,3451.18,3392.99,-1,,
06/05/2021 5:00,3440.36,3451.19,1,,
06/05/2021 4:00,3469.17,3440.35,-1,,
06/05/2021 3:00,3484.62,3469.18,-1,,
06/05/2021 2:00,3474.98,3484.63,1,,
06/05/2021 1:00,3475.64,3475.07,-1,,
06/05/2021 0:00,3524.33,3475.65,-1,,
05/05/2021 23:00,3521.03,3524.26,1,,
05/05/2021 22:00,3426.36,3521.4,1,,
05/05/2021 21:00,3459.06,3426.36,-1,,
05/05/2021 20:00,3480.5,3459.32,-1,,
05/05/2021 19:00,3416.62,3480.84,1,,
05/05/2021 18:00,3399.01,3416.62,1,,
05/05/2021 17:00,3451.88,3398.69,-1,,
05/05/2021 16:00,3305.79,3451.87,1,,
05/05/2021 15:00,3341.13,3305.9,-1,,
05/05/2021 14:00,3374.27,3341.08,-1,,
05/05/2021 13:00,3369.99,3374.27,1,,
05/05/2021 12:00,3352.64,3369.98,1,,
05/05/2021 11:00,3381.53,3352.65,-1,,
05/05/2021 10:00,3377.59,3381.52,1,,
05/05/2021 9:00,3352.29,3377.59,1,,
05/05/2021 8:00,3339.51,3352.27,1,,
05/05/2021 7:00,3264.03,3339.51,1,,
05/05/2021 6:00,3281.7,3264.4,-1,,
05/05/2021 5:00,3262.35,3281.64,1,,
05/05/2021 4:00,3296.78,3262.35,-1,,
05/05/2021 3:00,3316.95,3296.34,-1,,
05/05/2021 2:00,3369.51,3317,-1,,
05/05/2021 1:00,3310.46,3369.5,1,,
05/05/2021 0:00,3239.01,3310.46,1,,
04/05/2021 23:00,3311.82,3239.01,-1,,
04/05/2021 22:00,3332.8,3311.84,-1,,
04/05/2021 21:00,3402.89,3332.82,-1,,
04/05/2021 20:00,3412.91,3403,-1,,
04/05/2021 19:00,3381.23,3412.9,1,,
04/05/2021 18:00,3335.22,3381.45,1,,
04/05/2021 17:00,3266.6,3335.22,1,,
04/05/2021 16:00,3228.36,3267.18,1,,
04/05/2021 15:00,3370.61,3228.49,-1,,
04/05/2021 14:00,3479.98,3370.61,-1,,
04/05/2021 13:00,3484.27,3479.83,-1,,
04/05/2021 12:00,3480.01,3484.36,1,,
04/05/2021 11:00,3435.7,3480.01,1,,
04/05/2021 10:00,3336.99,3435.88,1,,
04/05/2021 9:00,3304.07,3336.85,1,,
04/05/2021 8:00,3314,3304.07,-1,,
04/05/2021 7:00,3352.45,3313.63,-1,,
04/05/2021 6:00,3379.02,3352.45,-1,,
04/05/2021 5:00,3348.26,3379.37,1,,
04/05/2021 4:00,3232.4,3348.26,1,,
04/05/2021 3:00,3225.57,3232.25,1,,
04/05/2021 2:00,3282.13,3225.57,-1,,
04/05/2021 1:00,3260.74,3282.13,1,,
04/05/2021 0:00,3431.04,3260.06,-1,,
03/05/2021 23:00,3383.06,3431.04,1,,
03/05/2021 22:00,3331.01,3383.06,1,,
03/05/2021 21:00,3283.65,3331.01,1,,
03/05/2021 20:00,3301.64,3284.26,-1,,
03/05/2021 19:00,3331.07,3301.27,-1,,
03/05/2021 18:00,3284.33,3331.08,1,,
03/05/2021 17:00,3254.82,3284.33,1,,
03/05/2021 16:00,3163.65,3254.83,1,,
03/05/2021 15:00,3161.56,3163.66,1,,
03/05/2021 14:00,3107.01,3161.56,1,,
03/05/2021 13:00,3144.58,3107.02,-1,,
03/05/2021 12:00,3151.95,3144.59,-1,,
03/05/2021 11:00,3148.74,3151.95,1,,
03/05/2021 10:00,3165.73,3148.81,-1,,
03/05/2021 9:00,3184.06,3165.73,-1,,
03/05/2021 8:00,3146.95,3184.07,1,,
03/05/2021 7:00,3088.71,3146.95,1,,
03/05/2021 6:00,3102.29,3088.7,-1,,
03/05/2021 5:00,3051.99,3102.29,1,,
03/05/2021 4:00,3054.34,3052,-1,,
03/05/2021 3:00,3030.75,3054.33,1,,
03/05/2021 2:00,3020.64,3030.73,1,,
03/05/2021 1:00,2994.06,3020.64,1,,
03/05/2021 0:00,2949.33,2994.06,1,,
02/05/2021 23:00,2946.53,2949.56,1,,
02/05/2021 22:00,2972.77,2946.57,-1,,
02/05/2021 21:00,2969.19,2972.77,1,,
02/05/2021 20:00,2963.57,2969.18,1,,
02/05/2021 19:00,2966.54,2963.56,-1,,
02/05/2021 18:00,2933.17,2966.55,1,,
02/05/2021 17:00,2923.72,2933.16,1,,
02/05/2021 16:00,2929.14,2923.72,-1,,
02/05/2021 15:00,2918.99,2929.15,1,,
02/05/2021 14:00,2914.46,2919,1,,
02/05/2021 13:00,2924.93,2914.46,-1,,
02/05/2021 12:00,2936.03,2924.94,-1,,
02/05/2021 11:00,2925.19,2936.25,1,,
02/05/2021 10:00,2899.42,2925.24,1,,
02/05/2021 9:00,2878.56,2899.42,1,,
02/05/2021 8:00,2892.9,2878.54,-1,,
02/05/2021 7:00,2910.6,2892.9,-1,,
02/05/2021 6:00,2914.64,2910.6,-1,,
02/05/2021 5:00,2925.05,2914.85,-1,,
02/05/2021 4:00,2901.84,2925.42,1,,
02/05/2021 3:00,2949.7,2901.51,-1,,
02/05/2021 2:00,2940.1,2949.43,1,,
02/05/2021 1:00,2932.01,2940.09,1,,
02/05/2021 0:00,2944.83,2932.02,-1,,
01/05/2021 23:00,2938.3,2944.77,1,,
01/05/2021 22:00,2922.29,2938.55,1,,
01/05/2021 21:00,2947.26,2922.29,-1,,
01/05/2021 20:00,2925.49,2947.37,1,,
01/05/2021 19:00,2940.03,2925.49,-1,,
01/05/2021 18:00,2933.17,2940.04,1,,
01/05/2021 17:00,2897.98,2933.17,1,,
01/05/2021 16:00,2866.37,2897.99,1,,
01/05/2021 15:00,2854.23,2866.37,1,,
01/05/2021 14:00,2871.93,2854.23,-1,,
01/05/2021 13:00,2869.77,2872.19,1,,
01/05/2021 12:00,2857.75,2869.78,1,,
01/05/2021 11:00,2844.08,2857.6,1,,
01/05/2021 10:00,2833.12,2844.23,1,,
01/05/2021 9:00,2830.06,2833.12,1,,
01/05/2021 8:00,2858.77,2830.05,-1,,
01/05/2021 7:00,2854.68,2858.74,1,,
01/05/2021 6:00,2850.31,2854.63,1,,
01/05/2021 5:00,2843.52,2850.31,1,,
01/05/2021 4:00,2838.94,2843.6,1,,
01/05/2021 3:00,2824.2,2839.01,1,,
01/05/2021 2:00,2797,2824.27,1,,
01/05/2021 1:00,2768.75,2797,1,,
01/05/2021 0:00,2772.42,2768.75,-1,,
30/04/2021 23:00,2745.36,2772.42,1,,
30/04/2021 22:00,2753.78,2745.44,-1,,
30/04/2021 21:00,2761.67,2753.48,-1,,
30/04/2021 20:00,2783.87,2761.67,-1,,
30/04/2021 19:00,2776,2783.86,1,,
30/04/2021 18:00,2757.61,2775.99,1,,
30/04/2021 17:00,2772.01,2757.54,-1,,
30/04/2021 16:00,2736.47,2772.01,1,,
30/04/2021 15:00,2737.32,2736.46,-1,,
30/04/2021 14:00,2733.83,2737.51,1,,
30/04/2021 13:00,2748.34,2733.83,-1,,
30/04/2021 12:00,2739.05,2748.34,1,,
30/04/2021 11:00,2759.38,2739.02,-1,,
30/04/2021 10:00,2773.35,2759.18,-1,,
30/04/2021 9:00,2780.74,2773.35,-1,,
30/04/2021 8:00,2774.48,2780.75,1,,
30/04/2021 7:00,2787.49,2774.48,-1,,
30/04/2021 6:00,2772.16,2787.82,1,,
30/04/2021 5:00,2765.95,2772.18,1,,
30/04/2021 4:00,2743.41,2765.95,1,,
30/04/2021 3:00,2738.47,2743.41,1,,
30/04/2021 2:00,2745.48,2738.47,-1,,
30/04/2021 1:00,2735.59,2745.49,1,,
30/04/2021 0:00,2757.04,2735.39,-1,,
29/04/2021 23:00,2762.44,2757.04,-1,,
29/04/2021 22:00,2741.11,2762.44,1,,
29/04/2021 21:00,2708.41,2741.12,1,,
29/04/2021 20:00,2725.96,2708.41,-1,,
29/04/2021 19:00,2735.65,2725.95,-1,,
29/04/2021 18:00,2730.93,2735.25,1,,
29/04/2021 17:00,2725,2730.71,1,,
29/04/2021 16:00,2777.3,2725.01,-1,,
29/04/2021 15:00,2764.3,2777.39,1,,
29/04/2021 14:00,2746,2764.16,1,,
29/04/2021 13:00,2786.58,2746.01,-1,,
29/04/2021 12:00,2762.22,2786.57,1,,
29/04/2021 11:00,2772.7,2762.22,-1,,
29/04/2021 10:00,2761.69,2772.7,1,,
29/04/2021 9:00,2716.36,2761.69,1,,
29/04/2021 8:00,2730.63,2716.35,-1,,
29/04/2021 7:00,2734.61,2730.63,-1,,
29/04/2021 6:00,2718.18,2734.39,1,,
29/04/2021 5:00,2679.12,2718.18,1,,
29/04/2021 4:00,2694.39,2679.12,-1,,
29/04/2021 3:00,2719.94,2694.15,-1,,
29/04/2021 2:00,2722.22,2719.82,-1,,
29/04/2021 1:00,2724.9,2722.22,-1,,
29/04/2021 0:00,2748.23,2724.84,-1,,
28/04/2021 23:00,2712.2,2748.24,1,,
28/04/2021 22:00,2755.66,2711.64,-1,,
28/04/2021 21:00,2704.46,2755.67,1,,
28/04/2021 20:00,2737.49,2704.29,-1,,
28/04/2021 19:00,2724.21,2737.97,1,,
28/04/2021 18:00,2712.85,2724.2,1,,
28/04/2021 17:00,2716.53,2712.84,-1,,
28/04/2021 16:00,2681.02,2716.62,1,,
28/04/2021 15:00,2707.71,2681.02,-1,,
28/04/2021 14:00,2705.25,2707.95,1,,
28/04/2021 13:00,2723.56,2705.24,-1,,
28/04/2021 12:00,2692.05,2723.41,1,,
28/04/2021 11:00,2635.26,2692.04,1,,
28/04/2021 10:00,2602.02,2635.25,1,,
28/04/2021 9:00,2588.65,2602.02,1,,
28/04/2021 8:00,2612.25,2588.65,-1,,
28/04/2021 7:00,2589.18,2612.24,1,,
28/04/2021 6:00,2616.87,2589.03,-1,,
28/04/2021 5:00,2629.83,2616.86,-1,,
28/04/2021 4:00,2627.3,2629.83,1,,
28/04/2021 3:00,2653.82,2627.29,-1,,
28/04/2021 2:00,2700.09,2653.99,-1,,
28/04/2021 1:00,2693.05,2700.09,1,,
28/04/2021 0:00,2666.13,2693.12,1,,
27/04/2021 23:00,2622.69,2666.13,1,,
27/04/2021 22:00,2644.99,2622.69,-1,,
27/04/2021 21:00,2645.11,2645,-1,,
27/04/2021 20:00,2622.85,2645.61,1,,
27/04/2021 19:00,2642.23,2622.55,-1,,
27/04/2021 18:00,2643.9,2642.22,-1,,
27/04/2021 17:00,2632.48,2643.91,1,,
27/04/2021 16:00,2663.01,2632.47,-1,,
27/04/2021 15:00,2635.65,2663.01,1,,
27/04/2021 14:00,2554.89,2635.64,1,,
27/04/2021 13:00,2553.99,2554.76,1,,
27/04/2021 12:00,2572.69,2554,-1,,
27/04/2021 11:00,2543.76,2572.7,1,,
27/04/2021 10:00,2540.23,2543.76,1,,
27/04/2021 9:00,2535,2540.32,1,,
27/04/2021 8:00,2545.66,2535,-1,,
27/04/2021 7:00,2560.39,2545.63,-1,,
27/04/2021 6:00,2528.26,2560.26,1,,
27/04/2021 5:00,2506.26,2528.26,1,,
27/04/2021 4:00,2493.16,2506.33,1,,
27/04/2021 3:00,2517.21,2493.16,-1,,
27/04/2021 2:00,2515.24,2517.26,1,,
27/04/2021 1:00,2507,2515.24,1,,
27/04/2021 0:00,2532.06,2507.01,-1,,
26/04/2021 23:00,2510.18,2532.6,1,,
26/04/2021 22:00,2495.38,2510.19,1,,
26/04/2021 21:00,2456.18,2495.38,1,,
26/04/2021 20:00,2491.22,2456.18,-1,,
26/04/2021 19:00,2504.04,2490.91,-1,,
26/04/2021 18:00,2509.21,2504.01,-1,,
26/04/2021 17:00,2483.52,2509.36,1,,
26/04/2021 16:00,2508.2,2483.52,-1,,
26/04/2021 15:00,2486,2508.19,1,,
26/04/2021 14:00,2491.07,2485.75,-1,,
26/04/2021 13:00,2479.77,2491.11,1,,
26/04/2021 12:00,2517.38,2479.61,-1,,
26/04/2021 11:00,2476.44,2517.3,1,,
26/04/2021 10:00,2483.38,2476.45,-1,,
26/04/2021 9:00,2437.81,2483.23,1,,
26/04/2021 8:00,2450,2437.8,-1,,
26/04/2021 7:00,2472.35,2450,-1,,
26/04/2021 6:00,2468.63,2472.35,1,,
26/04/2021 5:00,2453.48,2468.64,1,,
26/04/2021 4:00,2454.9,2453.42,-1,,
26/04/2021 3:00,2449.51,2455.16,1,,
26/04/2021 2:00,2447.26,2449.51,1,,
26/04/2021 1:00,2414.43,2446.95,1,,
26/04/2021 0:00,2320.44,2414.43,1,,
25/04/2021 23:00,2278.46,2320.49,1,,
25/04/2021 22:00,2213.01,2278.76,1,,
25/04/2021 21:00,2217.77,2213.01,-1,,
25/04/2021 20:00,2268.51,2217.51,-1,,
25/04/2021 19:00,2297.64,2268.57,-1,,
25/04/2021 18:00,2325.79,2297.63,-1,,
25/04/2021 17:00,2352,2325.89,-1,,
25/04/2021 16:00,2341.59,2352,1,,
25/04/2021 15:00,2344.87,2341.59,-1,,
25/04/2021 14:00,2316.68,2344.51,1,,
25/04/2021 13:00,2320.66,2316.62,-1,,
25/04/2021 12:00,2288,2320.64,1,,
25/04/2021 11:00,2259.49,2288,1,,
25/04/2021 10:00,2255.04,2259.5,1,,
25/04/2021 9:00,2230.06,2255.04,1,,
25/04/2021 8:00,2193.33,2230.05,1,,
25/04/2021 4:00,2186.89,2193.43,1,,
25/04/2021 3:00,2243.28,2187.18,-1,,
25/04/2021 2:00,2237.48,2243.68,1,,
25/04/2021 1:00,2215.88,2237.65,1,,
25/04/2021 0:00,2214.08,2215.63,1,,
24/04/2021 23:00,2237.92,2213.35,-1,,
24/04/2021 22:00,2286.07,2237.92,-1,,
